bh_id,country,swl_m,swl_date,comment_water_level,data_owner,contact_person,email,file_name,latitude,longitude
A1N0001,South Africa,41.88,1994-12-20,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,41.59,1995-01-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,41.98,1995-02-23,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.04,1995-03-29,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.06,1995-04-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.09,1995-06-06,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.65,1995-06-26,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.7,1995-07-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,40.7,1995-08-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,40.7,1995-09-11,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,40.79,1995-10-25,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,40.85,1995-11-29,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,40.87,1995-12-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.91,1996-01-16,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.46,1996-02-12,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.26,1996-03-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.0,1996-04-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.04,1996-05-14,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,42.04,1996-05-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,41.71,1996-06-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,41.93,1996-07-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,41.96,1996-08-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,52.72,1996-10-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,51.71,1996-11-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,41.7,1996-12-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,41.7,1997-01-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,41.67,1997-03-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,41.89,1997-04-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,40.79,1997-05-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,40.79,1997-06-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,39.31,1997-07-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,38.99,1997-08-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,38.4,1997-09-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,38.54,1997-10-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,38.88,1997-11-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,38.45,1998-03-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,38.85,1998-04-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,38.87,1998-05-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,38.93,1998-06-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,39.21,1998-07-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,39.25,1998-11-30,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,39.25,1999-02-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,39.44,1999-03-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,38.4,1999-04-13,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,38.56,1999-05-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,39.62,1999-06-06,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,39.82,2000-01-02,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.68,2000-04-30,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.6,2000-05-12,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.42,2000-05-31,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.67,2000-06-30,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,36.73,2001-07-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,36.67,2001-08-08,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,36.67,2001-08-14,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,36.73,2001-10-23,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,30.65,2001-11-23,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.9,2001-12-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,29.85,2002-01-16,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,34.25,2002-02-14,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,31.01,2002-11-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.67,2004-03-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.67,2004-04-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.71,2004-06-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.73,2004-07-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.75,2004-08-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.78,2004-09-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.82,2004-10-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.78,2004-12-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,16.8,2005-01-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A1N0001,South Africa,15.79,2011-09-27,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A1N0001_WaterLevels.csv,-25.54972222,25.9275
A3N0015,South Africa,3.31,1977-01-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,3.55,1977-05-24,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,4.21,1977-06-24,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,4.98,1977-07-27,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,5.72,1977-08-26,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,6.4,1977-09-23,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,7.35,1977-10-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,8.41,1977-11-28,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,9.4,1977-12-30,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,10.99,1978-01-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,10.64,1978-02-27,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,9.23,1978-03-31,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,8.8,1978-04-27,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,9.82,1978-05-29,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,9.83,1978-06-29,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,10.0,1978-07-28,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,9.98,1978-08-29,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,11.28,1978-09-27,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,11.99,1978-10-30,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,12.58,1978-11-28,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,12.58,1978-12-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,12.62,1979-01-09,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,15.21,1979-06-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,15.24,1979-07-16,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,15.59,1979-08-22,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,15.67,1979-09-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,15.79,1979-10-24,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,15.81,1979-11-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,15.87,1979-12-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.48,1980-01-23,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.52,1980-02-20,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.5,1980-03-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.53,1980-04-24,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.71,1980-05-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.74,1980-06-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.83,1980-07-23,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.91,1980-08-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.97,1980-09-16,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.99,1980-10-22,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,17.03,1980-11-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,17.21,1980-12-09,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,17.23,1981-01-20,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.79,1981-02-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.57,1981-03-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.85,1981-04-22,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.87,1981-05-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.93,1981-06-16,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,17.19,1981-07-21,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,17.27,1981-08-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,17.29,1981-09-08,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,17.47,1981-10-13,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,17.7,1981-11-10,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,17.77,1981-12-15,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,18.2,1982-01-19,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,18.31,1982-02-17,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,18.44,1982-03-16,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.55,1982-04-29,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.51,1982-05-18,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
A3N0015,South Africa,16.5,1982-06-22,                                                                                                    ,Department of Water and Sanitation South Africa,"Ramusiya, Fhedzisani",RamusiyaF@dws.gov.za,A3N0015_WaterLevels.csv,-25.61416667,25.92555556
