FID,bh_id_sadc,bh_id,bh_type,country,longitude,latitude,geod_datum,elev_m_dem,elevation,bh_depth,compl_date,swl_m,swl_date,yield_l_s,yieldtype,ec_ms_m,tds_mg_l,f_mg_l,no3_mg_l,lith,reliabilit,bh_status,hgm_litho,hgm_aqtype,hgm_produc,dataowner,contact_person,email,file_name,province,wgs84
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3b08,663623,2525BB00200,unknown,South Africa,25.96631,-25.06729,WGS84,1115,1120,38.4,1958-01-30,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"HNFL,QRTZ,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3ac3,642142,2425DD00016,unknown,South Africa,25.9188,-24.88813,WGS84,1081,1070,56.6,1900-01-01,32.0,1995-08-30,0.97,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.9188 -24.88813
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-39f8,666003,2526AC00176,unknown,South Africa,26.11639,-25.31727,WGS84,1181,1180,77.0,1976-01-23,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,DLRT",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.11639 -25.31727
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-39ec,643113,2426CC00080,unknown,South Africa,26.08296,-24.96738,WGS84,1068,1060,61.0,1966-07-08,24.4,1966-07-08,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,DLMT,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.08296 -24.96738
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-39bb,643303,2426CC00270,unknown,South Africa,26.01631,-24.76731,WGS84,1096,1100,62.8,1917-12-01,35.1,1917-12-01,0.42,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLGM,GRCL,GRNT,SOIL,",unknown,unknown,"Volcanic rocks, extrusive",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.01631 -24.76731
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3976,643116,2426CC00083,unknown,South Africa,26.08306,-24.9673,WGS84,1068,1060,58.5,1966-11-16,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.08306 -24.9673
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3974,665994,2526AC00167,unknown,South Africa,26.1163,-25.31732,WGS84,1181,1180,43.0,1961-12-11,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,CLAY,QRTZ,SNDS,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.1163 -25.31732
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3940,643234,2426CC00201,unknown,South Africa,26.14964,-24.9673,WGS84,1063,1060,93.6,1912-10-08,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLCL,DIBS,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.14964 -24.9673
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3936,663741,2525BC00069,unknown,South Africa,25.71639,-25.27488,WGS84,1229,1220,52.6,1992-09-01,17.3,1992-09-01,1.2,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.71639 -25.27488
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-392a,665350,2526AA00152,unknown,South Africa,26.0915,-25.15061,WGS84,1098,1100,121.9,1968-08-27,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"GRVL,QRTZ",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0915 -25.15061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-38ff,665333,2526AA00134,unknown,South Africa,26.0913,-25.15074,WGS84,1098,1100,57.9,1960-06-16,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,SNDS,SOIL",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0913 -25.15074
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-38e9,663663,2525BB00240,unknown,South Africa,25.93914,-25.10407,WGS84,1118,1110,61.0,1993-09-29,28.5,1993-10-04,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.93914 -25.10407
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-38d6,665843,2526AC00016,unknown,South Africa,26.06638,-25.3006,WGS84,1186,1200,64.3,1972-04-24,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,QRTZ,SNDS,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.06638 -25.3006
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-38d2,663622,2525BB00199,unknown,South Africa,25.96631,-25.06729,WGS84,1115,1120,90.5,1957-11-23,33.5,1957-11-23,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,VNQZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-38af,665522,2526AA00326,unknown,South Africa,26.04963,-25.18401,WGS84,1102,1100,55.8,1958-10-08,28.4,1958-10-08,0.01,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,BLSD,NORT",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.04963 -25.18401
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3868,665341,2526AA00142,unknown,South Africa,26.0913,-25.15078,WGS84,1098,1100,91.4,1963-04-11,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,QRTZ,SOIL",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0913 -25.15078
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3863,665270,2526AA00070,unknown,South Africa,26.0663,-25.23395,WGS84,1076,1060,33.5,1922-02-13,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"ALVM,DIBS,GRVL,QRTZ,SHLE",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0663 -25.23395
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3822,663656,2525BB00233,unknown,South Africa,25.83295,-25.06729,WGS84,1074,1080,46.9,1957-05-20,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLCL,NORT,SLTE",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.83295 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-37f2,663546,2525BB00120,unknown,South Africa,25.96631,-25.20061,WGS84,1140,1140,26.6,1922-09-15,11.6,1922-09-15,0.45,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"ALVM,NORT,QRTZ,SNDS,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.96631 -25.20061
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-37cb,666188,2526AC00362,unknown,South Africa,26.09769,-25.28617,WGS84,1119,1110,79.0,1996-02-01,15.2,1996-02-19,10.1,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,QRTZ,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09769 -25.28617
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-37be,663901,2525BD00157,unknown,South Africa,25.87792,-25.3798,WGS84,1196,1190,84.0,1998-02-20,16.8,1998-02-20,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BSLT,CLAY",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.87792 -25.3798
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3795,663649,2525BB00226,unknown,South Africa,25.84962,-25.22617,WGS84,1158,1160,61.9,1959-05-05,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,CLAY,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.84962 -25.22617
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3772,663464,2525BB00038,unknown,South Africa,25.88296,-25.01729,WGS84,1075,1060,36.0,1960-01-13,25.9,1960-01-13,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,NORT",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.88296 -25.01729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3753,642721,2426CA00109,unknown,South Africa,25.933,-24.76731,WGS84,1060,1100,75.6,1962-07-26,54.9,1962-07-26,0.35,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SOIL",unknown,unknown,"Volcanic rocks, extrusive",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.933 -24.76731
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3737,665378,2526AA00181,unknown,South Africa,26.1413,-25.06734,WGS84,1075,1060,193.6,1964-09-02,103.6,1964-09-02,0.11,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"NORT,QRTZ,TUFF",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.1413 -25.06734
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3731,663755,2525BD00008,unknown,South Africa,25.91631,-25.27617,WGS84,1157,1140,-9999.0,1964-04-20,35.1,1964-04-20,0.05,unknown,-9999.0,-9999.0,-9999.0,-9999.0,CHRT,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.91631 -25.27617
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-36f8,663441,2525BB00011,unknown,South Africa,25.91631,-25.21728,WGS84,1120,1100,62.5,1961-03-29,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"GRVL,NORT,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.91631 -25.21728
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-36f0,665608,2526AA00414,unknown,South Africa,26.16909,-25.14312,WGS84,1058,1040,150.0,1991-01-19,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,QRTZ,unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.16909 -25.14312
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-36d8,663587,2525BB00161,unknown,South Africa,25.83295,-25.06729,WGS84,1074,1080,44.2,1964-04-08,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,SNDS,unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.83295 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-36d1,643310,2426CC00277,unknown,South Africa,26.0163,-24.76736,WGS84,1096,1100,53.3,1960-03-23,35.1,1960-03-23,0.05,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,SOIL",unknown,unknown,"Volcanic rocks, extrusive",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0163 -24.76736
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3688,643187,2426CC00154,unknown,South Africa,26.09971,-24.98396,WGS84,1094,1100,54.3,1952-09-25,37.2,1952-09-25,0.21,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09971 -24.98396
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-367b,665933,2526AC00106,unknown,South Africa,26.03299,-25.31727,WGS84,1367,1360,44.8,1946-12-31,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"QRTZ,SAND,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.03299 -25.31727
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3676,643218,2426CC00185,unknown,South Africa,26.09963,-24.98417,WGS84,1094,1100,83.8,1963-01-30,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,HNFL,NORT",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09963 -24.98417
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-362a,643174,2426CC00141,unknown,South Africa,26.09963,-24.98035,WGS84,1108,1100,67.1,1940-02-19,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,DIBS,NORT,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09963 -24.98035
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3612,643203,2426CC00170,unknown,South Africa,26.11269,-24.98091,WGS84,1069,1060,46.6,1961-12-05,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"CLAY,HNFL,QRTZ,SHLE,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.11269 -24.98091
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-35ff,643366,2426CC00333,unknown,South Africa,26.07769,-24.8062,WGS84,1220,1220,71.6,1900-01-01,12.9,1995-08-16,2.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,Dolomite and limestone,Karst,"Karst aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.07769 -24.8062
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-35d8,665345,2526AA00146,unknown,South Africa,26.0913,-25.1508,WGS84,1098,1100,122.2,1967-09-05,31.4,1967-09-05,0.21,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLSD,CLAY,QRTZ",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.0913 -25.1508
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-35c8,663443,2525BB00017,unknown,South Africa,25.91631,-25.21728,WGS84,1120,1100,-9999.0,1900-01-01,27.4,1963-12-12,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DLRT,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.91631 -25.21728
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-35be,663511,2525BB00085,unknown,South Africa,25.94964,-25.01729,WGS84,1092,1100,81.1,1918-06-01,42.7,1918-06-01,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"ALVM,SHLE",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.94964 -25.01729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-359e,663759,2525BD00012,unknown,South Africa,25.94964,-25.3006,WGS84,1151,1140,65.5,1965-09-23,38.1,1965-09-23,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"GRNT,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.94964 -25.3006
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-352a,643267,2426CC00234,unknown,South Africa,26.13304,-24.76731,WGS84,1121,1120,34.1,1900-01-01,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,DIBS,unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.13304 -24.76731
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3515,666212,2526AC00387,unknown,South Africa,26.12114,-25.33019,WGS84,1224,1220,66.0,1992-03-06,19.3,1992-03-06,1.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DLRT,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.12114 -25.33019
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-34f6,663583,2525BB00157,unknown,South Africa,25.83295,-25.06729,WGS84,1074,1080,34.1,1964-03-05,15.2,1964-03-05,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"MUD,SNDS",unknown,unknown,"Granite, syenite,  gabbro, gneiss and migmatites",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.83295 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-34f5,666087,2526AC00261,unknown,South Africa,26.09964,-25.41727,WGS84,1330,1320,82.0,1980-03-28,55.0,1980-03-28,4.27,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"ALVM,DLRT",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09964 -25.41727
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-34ca,643220,2426CC00187,unknown,South Africa,26.09963,-24.98418,WGS84,1094,1100,30.8,1963-02-21,-9999.0,,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,QRTZ",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09963 -24.98418
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-34c1,663919,2525BD00176,unknown,South Africa,25.75567,-25.3014,WGS84,1290,1300,65.5,1992-09-01,23.7,1992-09-01,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.75567 -25.3014
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-34b6,643175,2426CC00142,unknown,South Africa,26.09965,-24.98396,WGS84,1094,1100,81.1,1940-03-13,33.5,1940-03-13,-9999.0,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.09965 -24.98396
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3490,665371,2526AA00174,unknown,South Africa,26.14132,-25.06729,WGS84,1075,1060,79.3,1930-01-18,36.6,1930-01-18,0.06,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"GRNT,LMSN,SNDS,SOIL,",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.14132 -25.06729
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3468,665277,2526AA00077,unknown,South Africa,26.06635,-25.23394,WGS84,1076,1060,80.5,1948-11-23,38.4,1948-11-23,0.31,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"BLDR,DIBS,GRVL,LMSN,SOIL",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,26.06635 -25.23394
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-3450,642180,2425DD00057,unknown,South Africa,25.9663,-24.90063,WGS84,1086,1120,213.4,1913-06-03,33.5,1913-06-03,0.21,unknown,-9999.0,-9999.0,-9999.0,-9999.0,"DIBS,SHLE,TUFF",unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Low potential,Generally low potential,SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.9663 -24.90063
gip_BHdata_southafrica_northwest.fid--fe71d54_16abf8dcf71_-341f,663742,2525BC00070,unknown,South Africa,25.71034,-25.29241,WGS84,1248,1260,44.3,1992-09-01,21.3,1992-09-01,2.5,unknown,-9999.0,-9999.0,-9999.0,-9999.0,unknown,unknown,unknown,"Paragneiss, quartzite, schiste, phyllite, amphibolite",Fissured,"Fissured aquifers, moderate potential",SADC-GIP,Brighton Munyai,Brighton@sadc-gmi.org,ramotsw_TBA_Botswana_boreholes.dbf,North West,25.71034 -25.29241
