station,date,time,water_level,quality,datatrans,comment,unnamed: 7
A3N0015 ,19810218,12:00,-16.79,26,7,                                                                                                    ,
A3N0015 ,19810318,12:00,-16.57,26,7,                                                                                                    ,
A3N0015 ,19810422,12:00,-16.85,26,7,                                                                                                    ,
A3N0015 ,19810519,12:00,-16.87,26,7,                                                                                                    ,
A3N0015 ,19810616,12:00,-16.93,26,7,                                                                                                    ,
A3N0015 ,19810721,12:00,-17.19,26,7,                                                                                                    ,
A3N0015 ,19810818,12:00,-17.27,26,7,                                                                                                    ,
A3N0015 ,19810908,12:00,-17.29,26,7,                                                                                                    ,
A3N0015 ,19811013,12:00,-17.47,26,7,                                                                                                    ,
A3N0015 ,19811110,12:00,-17.7,26,7,                                                                                                    ,
A3N0015 ,19811215,12:00,-17.77,26,7,                                                                                                    ,
A3N0015 ,19820119,12:00,-18.2,26,7,                                                                                                    ,
A3N0015 ,19820217,12:00,-18.31,26,7,                                                                                                    ,
A3N0015 ,19820316,12:00,-18.44,26,7,                                                                                                    ,
A3N0015 ,19820429,12:00,-16.55,26,7,                                                                                                    ,
A3N0015 ,19820518,12:00,-16.51,26,7,                                                                                                    ,
A3N0015 ,19820622,12:00,-16.5,26,7,                                                                                                    ,
A3N0015 ,19820720,12:00,-14.78,26,7,                                                                                                    ,
A3N0015 ,19820817,12:00,-14.78,26,7,                                                                                                    ,
A3N0015 ,19820921,12:00,-14.97,26,7,                                                                                                    ,
A3N0015 ,19821013,12:00,-15.05,26,7,                                                                                                    ,
A3N0015 ,19821110,12:00,-14.27,26,7,                                                                                                    ,
A3N0015 ,19821214,12:00,-14.33,26,7,                                                                                                    ,
A3N0015 ,19830112,12:00,-14.43,26,7,                                                                                                    ,
A3N0015 ,19830209,12:00,-14.3,26,7,                                                                                                    ,
A3N0015 ,19830310,12:00,-14.43,26,7,                                                                                                    ,
A3N0015 ,19830411,12:00,-15.89,26,7,                                                                                                    ,
A3N0015 ,19830515,12:00,-16.07,26,7,                                                                                                    ,
A3N0015 ,19830613,12:00,-16.03,26,7,                                                                                                    ,
A3N0015 ,19830714,12:00,-16.01,26,7,                                                                                                    ,
A3N0015 ,19830815,12:00,-17.21,26,7,                                                                                                    ,
A3N0015 ,19830915,12:00,-17.37,26,7,                                                                                                    ,
A3N0015 ,19831025,12:00,-17.37,26,7,                                                                                                    ,
A3N0015 ,19831116,12:00,-17.36,26,7,                                                                                                    ,
A3N0015 ,19831213,12:00,-17.39,26,7,                                                                                                    ,
A3N0015 ,19840117,12:00,-18.66,26,7,                                                                                                    ,
A3N0015 ,19840214,12:00,-18.76,26,7,                                                                                                    ,
A3N0015 ,19840313,12:00,-18.77,26,7,                                                                                                    ,
A3N0015 ,19840412,12:00,-19.06,26,7,                                                                                                    ,
A3N0015 ,19840515,12:00,-19.08,26,7,                                                                                                    ,
A3N0015 ,19840717,12:00,-19.21,26,7,                                                                                                    ,
A3N0015 ,19840803,12:00,-19.41,26,7,                                                                                                    ,
A3N0015 ,19840905,12:00,-19.32,26,7,                                                                                                    ,
A3N0015 ,19841001,12:00,-19.44,26,7,                                                                                                    ,
A3N0015 ,19841102,12:00,-19.45,26,7,                                                                                                    ,
A3N0015 ,19841204,12:00,-19.3,26,7,                                                                                                    ,
A3N0015 ,19850108,12:00,-19.66,26,7,                                                                                                    ,
A3N0015 ,19850312,12:00,-19.4,26,7,                                                                                                    ,
A3N0015 ,19850412,12:00,-19.43,26,7,                                                                                                    ,
A3N0015 ,19850507,12:00,-19.43,26,7,                                                                                                    ,
A3N0015 ,19850603,12:00,-19.44,26,7,                                                                                                    ,
A3N0015 ,19850703,12:00,-19.49,26,7,                                                                                                    ,
A3N0015 ,19850801,12:00,-19.56,26,7,                                                                                                    ,
A3N0015 ,19850829,12:00,-19.67,26,7,                                                                                                    ,
A3N0015 ,19850930,12:00,-19.78,26,7,                                                                                                    ,
A3N0015 ,19851028,12:00,-19.89,26,7,                                                                                                    ,
A3N0015 ,19851128,12:00,-20.15,26,7,                                                                                                    ,
A3N0015 ,19851230,12:00,-20.03,26,7,                                                                                                    ,
A3N0015 ,19860129,12:00,-20.14,26,7,                                                                                                    ,
A3N0015 ,19860227,12:00,-20.33,26,7,                                                                                                    ,
A3N0015 ,19860327,12:00,-20.35,26,7,                                                                                                    ,
A3N0015 ,19860430,12:00,-20.42,26,7,                                                                                                    ,
A3N0015 ,19860515,12:00,-20.67,26,7,                                                                                                    ,
A3N0015 ,19860615,12:00,-19.17,26,7,                                                                                                    ,
A3N0015 ,19860625,12:00,-20.79,26,7,                                                                                                    ,
A3N0015 ,19860729,12:00,-20.82,26,7,                                                                                                    ,
A3N0015 ,19860828,12:00,-20.55,26,7,                                                                                                    ,
A3N0015 ,19860930,12:00,-20.71,26,7,                                                                                                    ,
A3N0015 ,19861023,12:00,-20.78,26,7,                                                                                                    ,
A3N0015 ,19861126,12:00,-20.87,26,7,                                                                                                    ,
A3N0015 ,19861215,12:00,-20.86,26,7,                                                                                                    ,
A3N0015 ,19870128,12:00,-21.0,26,7,                                                                                                    ,
A3N0015 ,19870226,12:00,-24.11,26,7,                                                                                                    ,
A3N0015 ,19870331,12:00,-21.03,26,7,                                                                                                    ,
A3N0015 ,19870427,12:00,-24.14,26,7,                                                                                                    ,
A3N0015 ,19870604,12:00,-21.11,26,7,                                                                                                    ,
A3N0015 ,19870706,12:00,-21.11,26,7,                                                                                                    ,
A3N0015 ,19870729,12:00,-21.09,26,7,                                                                                                    ,
A3N0015 ,19870902,12:00,-21.15,26,7,                                                                                                    ,
A3N0015 ,19871103,12:00,-21.32,26,7,                                                                                                    ,
A3N0015 ,19871209,12:00,-21.32,26,7,                                                                                                    ,
A3N0015 ,19880105,12:00,-21.41,26,7,                                                                                                    ,
A3N0015 ,19880225,12:00,-21.33,26,7,                                                                                                    ,
A3N0015 ,19880323,12:00,-20.74,26,7,                                                                                                    ,
A3N0015 ,19880421,12:00,-19.21,26,7,                                                                                                    ,
A3N0015 ,19880525,12:00,-18.46,26,7,                                                                                                    ,
A3N0015 ,19880621,12:00,-18.34,26,7,                                                                                                    ,
A3N0015 ,19880715,12:00,-18.4,26,7,                                                                                                    ,
A3N0015 ,19880810,12:00,-18.75,26,7,                                                                                                    ,
A3N0015 ,19880907,12:00,-18.59,26,7,                                                                                                    ,
A3N0015 ,19881006,12:00,-18.7,26,7,                                                                                                    ,
A3N0015 ,19881103,12:00,-18.75,26,7,                                                                                                    ,
A3N0015 ,19881213,12:00,-18.31,26,7,                                                                                                    ,
A3N0015 ,19890111,12:00,-18.71,26,7,                                                                                                    ,
A3N0015 ,19890207,12:00,-18.89,26,7,                                                                                                    ,
A3N0015 ,19890227,12:00,-15.4,26,7,                                                                                                    ,
A3N0015 ,19890301,12:00,-18.09,26,7,                                                                                                    ,
A3N0015 ,19890329,12:00,-15.79,26,7,                                                                                                    ,
A3N0015 ,19890419,12:00,-15.45,26,7,                                                                                                    ,
A3N0015 ,19890516,12:00,-18.35,26,7,                                                                                                    ,
A3N0015 ,19890620,12:00,-18.33,26,7,                                                                                                    ,
A3N0015 ,19890829,12:00,-15.56,26,7,                                                                                                    ,
A3N0015 ,19890919,12:00,-15.68,26,7,                                                                                                    ,
A3N0015 ,19891024,12:00,-15.96,26,7,                                                                                                    ,
A3N0015 ,19891121,12:00,-16.11,26,7,                                                                                                    ,
A3N0015 ,19891220,12:00,-16.31,26,7,                                                                                                    ,
A3N0015 ,19900116,12:00,-16.52,26,7,                                                                                                    ,
A3N0015 ,19900220,12:00,-17.03,26,7,                                                                                                    ,
A3N0015 ,19900320,12:00,-17.5,26,7,                                                                                                    ,
A3N0015 ,19900418,12:00,-17.94,26,7,                                                                                                    ,
A3N0015 ,19900515,12:00,-18.03,26,7,                                                                                                    ,
A3N0015 ,19900619,12:00,-18.25,26,7,                                                                                                    ,
A3N0015 ,19900718,12:00,-18.42,26,7,                                                                                                    ,
A3N0015 ,19900815,12:00,-18.54,26,7,                                                                                                    ,
A3N0015 ,19900918,12:00,-18.59,26,7,                                                                                                    ,
A3N0015 ,19901016,12:00,-18.68,26,7,                                                                                                    ,
A3N0015 ,19901113,12:00,-18.86,26,7,                                                                                                    ,
A3N0015 ,19901211,12:00,-18.86,26,7,                                                                                                    ,
A3N0015 ,19910115,12:00,-19.07,26,7,                                                                                                    ,
A3N0015 ,19910219,12:00,-18.93,26,7,                                                                                                    ,
A3N0015 ,19910318,12:00,-18.47,26,7,                                                                                                    ,
A3N0015 ,19910416,12:00,-17.46,26,7,                                                                                                    ,
A3N0015 ,19910514,12:00,-16.81,26,7,                                                                                                    ,
A3N0015 ,19910618,12:00,-16.67,26,7,                                                                                                    ,
A3N0015 ,19910716,12:00,-16.65,26,7,                                                                                                    ,
A3N0015 ,19910814,12:00,-16.97,26,7,                                                                                                    ,
A3N0015 ,19910917,12:00,-17.39,26,7,                                                                                                    ,
A3N0015 ,19911015,12:00,-17.75,26,7,                                                                                                    ,
A3N0015 ,19911112,12:00,-17.99,26,7,                                                                                                    ,
A3N0015 ,19920113,12:00,-18.46,26,7,                                                                                                    ,
A3N0015 ,19920212,12:00,-18.56,26,7,                                                                                                    ,
A3N0015 ,19920317,12:00,-18.66,26,7,                                                                                                    ,
A3N0015 ,19920427,12:00,-18.72,26,7,                                                                                                    ,
A3N0015 ,19920519,12:00,-18.73,26,7,                                                                                                    ,
A3N0015 ,19920617,12:00,-18.92,26,7,                                                                                                    ,
A3N0015 ,19920722,12:00,-18.92,26,7,                                                                                                    ,
A3N0015 ,19920824,12:00,-19.03,26,7,                                                                                                    ,
A3N0015 ,19920917,12:00,-18.78,26,7,                                                                                                    ,
A3N0015 ,19921022,12:00,-19.23,26,7,                                                                                                    ,
A3N0015 ,19921117,12:00,-19.22,26,7,                                                                                                    ,
A3N0015 ,19921214,12:00,-19.19,26,7,                                                                                                    ,
A3N0015 ,19930114,12:00,-19.25,26,7,                                                                                                    ,
A3N0015 ,19930218,12:00,-19.34,26,7,                                                                                                    ,
A3N0015 ,19930318,12:00,-19.32,26,7,                                                                                                    ,
A3N0015 ,19930421,12:00,-19.34,26,7,                                                                                                    ,
A3N0015 ,19930524,12:00,-19.45,26,7,                                                                                                    ,
A3N0015 ,19930622,12:00,-19.45,26,7,                                                                                                    ,
A3N0015 ,19930720,12:00,-19.56,26,7,                                                                                                    ,
A3N0015 ,19930818,12:00,-19.68,26,7,                                                                                                    ,
A3N0015 ,19930914,12:00,-19.82,26,7,                                                                                                    ,
A3N0015 ,19931019,12:00,-19.86,26,7,                                                                                                    ,
A3N0015 ,19931125,12:00,-20.09,26,7,                                                                                                    ,
A3N0015 ,19931213,12:00,-20.18,26,7,                                                                                                    ,
A3N0015 ,19940118,12:00,-20.31,26,7,                                                                                                    ,
A3N0015 ,19940216,12:00,-20.31,26,7,                                                                                                    ,
A3N0015 ,19940503,12:00,-19.87,26,7,                                                                                                    ,
A3N0015 ,19940607,12:00,-19.89,26,7,                                                                                                    ,
A3N0015 ,19940629,12:00,-19.92,26,7,                                                                                                    ,
A3N0015 ,19940728,12:00,-19.96,26,7,                                                                                                    ,
A3N0015 ,19940831,12:00,-20.79,26,7,                                                                                                    ,
A3N0015 ,19940922,12:00,-20.83,26,7,                                                                                                    ,
A3N0015 ,19941019,12:00,-20.84,26,7,                                                                                                    ,
A3N0015 ,19941122,12:00,-20.97,26,7,                                                                                                    ,
A3N0015 ,19941220,12:00,-20.65,26,7,                                                                                                    ,
A3N0015 ,19950118,12:00,-20.18,26,7,                                                                                                    ,
A3N0015 ,19950223,12:00,-20.25,26,7,                                                                                                    ,
A3N0015 ,19950329,12:00,-21.4,26,7,                                                                                                    ,
A3N0015 ,19950418,12:00,-21.32,26,7,                                                                                                    ,
A3N0015 ,19950606,12:00,-21.44,26,7,                                                                                                    ,
A3N0015 ,19950626,12:00,-21.37,26,7,                                                                                                    ,
A3N0015 ,19950719,12:00,-21.43,26,7,                                                                                                    ,
A3N0015 ,19950814,12:00,-21.37,26,7,                                                                                                    ,
A3N0015 ,19950911,12:00,-21.53,26,7,                                                                                                    ,
A3N0015 ,19951024,12:00,-21.64,26,7,                                                                                                    ,
A3N0015 ,19951129,12:00,-21.7,26,7,                                                                                                    ,
A3N0015 ,19951212,12:00,-21.69,26,7,                                                                                                    ,
A3N0015 ,19960116,12:00,-21.42,26,7,                                                                                                    ,
A3N0015 ,19960212,12:00,-20.41,26,7,                                                                                                    ,
A3N0015 ,19960315,12:00,-20.05,26,7,                                                                                                    ,
A3N0015 ,19960415,12:00,-19.54,26,7,                                                                                                    ,
A3N0015 ,19960514,12:00,-19.43,26,7,                                                                                                    ,
A3N0015 ,19960515,12:00,-19.43,26,7,                                                                                                    ,
A3N0015 ,19960615,12:00,-19.1,26,7,                                                                                                    ,
A3N0015 ,19960715,12:00,-19.06,26,7,                                                                                                    ,
A3N0015 ,19960815,12:00,-19.43,26,7,                                                                                                    ,
A3N0015 ,19960915,12:00,-19.67,26,7,                                                                                                    ,
A3N0015 ,19961015,12:00,-19.7,26,7,                                                                                                    ,
A3N0015 ,19961115,12:00,-19.77,26,7,                                                                                                    ,
A3N0015 ,19961215,12:00,-19.85,26,7,                                                                                                    ,
A3N0015 ,19970115,12:00,-19.99,26,7,                                                                                                    ,
A3N0015 ,19970215,12:00,-20.09,26,7,                                                                                                    ,
A3N0015 ,19970315,12:00,-18.19,26,7,                                                                                                    ,
A3N0015 ,19970415,12:00,-14.95,26,7,                                                                                                    ,
A3N0015 ,19970515,12:00,-13.31,26,7,                                                                                                    ,
A3N0015 ,19970615,12:00,-13.31,26,7,                                                                                                    ,
A3N0015 ,19970715,12:00,-11.55,26,7,                                                                                                    ,
A3N0015 ,19970815,12:00,-11.38,26,7,                                                                                                    ,
A3N0015 ,19971015,12:00,-12.01,26,7,                                                                                                    ,
A3N0015 ,19980315,12:00,-13.7,26,7,                                                                                                    ,
A3N0015 ,19980415,12:00,-14.92,26,7,                                                                                                    ,
A3N0015 ,19980515,12:00,-15.45,26,7,                                                                                                    ,
A3N0015 ,19980615,12:00,-15.66,26,7,                                                                                                    ,
A3N0015 ,19980715,12:00,-16.5,26,7,                                                                                                    ,
A3N0015 ,19981130,12:00,-17.97,26,7,                                                                                                    ,
A3N0015 ,19990215,12:00,-17.97,26,7,                                                                                                    ,
A3N0015 ,19990315,12:00,-17.74,26,7,                                                                                                    ,
A3N0015 ,19990413,12:00,-17.74,26,7,                                                                                                    ,
A3N0015 ,19990515,12:00,-18.76,26,7,                                                                                                    ,
A3N0015 ,19990606,12:00,-18.33,26,7,                                                                                                    ,
A3N0015 ,20000102,12:00,-18.79,26,7,                                                                                                    ,
A3N0015 ,20000201,12:00,-15.36,26,7,                                                                                                    ,
A3N0015 ,20000328,12:00,-13.9,26,7,                                                                                                    ,
A3N0015 ,20000430,12:00,-13.74,26,7,                                                                                                    ,
A3N0015 ,20000531,12:00,-13.47,26,7,                                                                                                    ,
A3N0015 ,20000630,12:00,-11.63,26,7,                                                                                                    ,
A3N0015 ,20000830,12:00,-12.48,26,7,                                                                                                    ,
A3N0015 ,20000918,12:00,-11.9,26,7,                                                                                                    ,
A3N0015 ,20001030,12:00,-14.0,26,7,                                                                                                    ,
A3N0015 ,20010715,12:00,-12.77,26,7,                                                                                                    ,
A3N0015 ,20010808,12:00,-11.4,26,7,                                                                                                    ,
A3N0015 ,20011122,12:00,-13.04,26,7,                                                                                                    ,
A3N0015 ,20011222,12:00,-12.9,26,7,                                                                                                    ,
A3N0015 ,20020116,12:00,-12.65,26,7,                                                                                                    ,
A3N0015 ,20020304,12:00,-18.11,26,7,                                                                                                    ,
A3N0015 ,20020516,12:00,-9.71,26,7,                                                                                                    ,
A3N0015 ,20020717,12:00,-11.47,26,7,                                                                                                    ,
A3N0015 ,20020819,12:00,-11.51,26,7,                                                                                                    ,
A3N0015 ,20021002,12:00,-11.53,26,7,                                                                                                    ,
A3N0015 ,20021107,12:00,-14.2,26,7,                                                                                                    ,
A3N0015 ,20021115,12:00,-13.1,26,7,                                                                                                    ,
A3N0015 ,20021215,12:00,-13.08,26,7,                                                                                                    ,
A3N0015 ,20030115,12:00,-11.5,26,7,                                                                                                    ,
A3N0015 ,20030315,12:00,-14.38,26,7,                                                                                                    ,
A3N0015 ,20030415,12:00,-15.85,26,7,                                                                                                    ,
A3N0015 ,20030515,12:00,-15.86,26,7,                                                                                                    ,
A3N0015 ,20030615,12:00,-15.86,26,7,                                                                                                    ,
A3N0015 ,20030815,12:00,-15.86,26,7,                                                                                                    ,
A3N0015 ,20030915,12:00,-15.9,26,7,                                                                                                    ,
A3N0015 ,20031015,12:00,-15.9,26,7,                                                                                                    ,
A3N0015 ,20031115,12:00,-15.86,26,7,                                                                                                    ,
A3N0015 ,20040115,12:00,-15.88,26,7,                                                                                                    ,
A3N0015 ,20040215,12:00,-15.87,26,7,                                                                                                    ,
A3N0015 ,20040315,12:00,-15.87,26,7,                                                                                                    ,
A3N0015 ,20040415,12:00,-15.85,26,7,                                                                                                    ,
A3N0015 ,20040615,12:00,-15.86,26,7,                                                                                                    ,
A3N0015 ,20040715,12:00,-15.87,26,7,                                                                                                    ,
A3N0015 ,20040815,12:00,-17.34,26,7,                                                                                                    ,
A3N0015 ,20040915,12:00,-17.4,26,7,                                                                                                    ,
A3N0015 ,20041015,12:00,-17.45,26,7,                                                                                                    ,
A3N0015 ,20041215,12:00,-17.43,26,7,                                                                                                    ,
A3N0015 ,20050115,12:01,-17.43,26,7,                                                                                                    ,
D4N2516 ,20110608,08:00,-30.61,26,7,                                                                                                    ,
D4N2516 ,20111130,17:29,-31.71,26,7,                                                                                                    ,
D4N2516 ,20120301,09:48,-32.34,26,7,                                                                                                    ,
D4N2516 ,20120419,09:05,-31.24,26,7,                                                                                                    ,
D4N2516 ,20120622,11:16,-32.31,26,7,                                                                                                    ,
D4N2516 ,20120718,11:05,-32.34,26,7,                                                                                                    ,
D4N2516 ,20120906,16:43,-33.61,26,7,                                                                                                    ,
D4N2516 ,20121030,08:00,-32.48,26,7,                                                                                                    ,
D4N2516 ,20121128,10:12,-32.53,26,7,                                                                                                    ,
D4N2516 ,20121205,12:52,-34.22,26,7,                                                                                                    ,
D4N2516 ,20130626,13:21,-34.1,26,7,                                                                                                    ,
D4N2516 ,20131003,13:30,-34.18,26,7,                                                                                                    ,
D4N2516 ,20140625,16:02,-27.83,26,7,                                                                                                    ,
D4N2516 ,20140930,12:52,-34.25,26,7,                                                                                                    ,
D4N2516 ,20141126,15:59,-34.34,26,7,                                                                                                    ,
D4N2516 ,20150304,12:19,-34.39,26,7,                                                                                                    ,
D4N2516 ,20150508,11:05,-34.42,26,7,                                                                                                    ,
D4N2516 ,20150624,14:40,-34.43,26,7,                                                                                                    ,
D4N2516 ,20150827,13:34,-34.44,26,7,                                                                                                    ,
D4N2516 ,20151112,13:03,-34.5,26,7,                                                                                                    ,
D4N2516 ,20161130,15:53,-34.8,26,7,                                                                                                    ,
D4N2516 ,20161220,14:00,-34.8,26,7,                                                                                                    ,
D4N2516 ,20170126,13:05,-34.8,26,7,                                                                                                    ,
D4N2516 ,20170314,13:03,-34.42,26,7,                                                                                                    ,
D4N2516 ,20170421,12:54,-34.25,26,7,                                                                                                    ,
D4N2516 ,20170607,10:22,-34.2,26,7,                                                                                                    ,
D4N1658 ,19980809,12:00,-41.65,1,7,Created by HYCREATE. DEFAULT 08:16_29/07/2005 from V:\OPLAAI\DOCUMENT10.TXT                         ,
D4N1658 ,19991215,12:00,-38.54,1,7,                                                                                                    ,
D4N1658 ,20000315,12:00,-38.34,1,7,                                                                                                    ,
D4N1658 ,20000316,12:00,-38.16,1,7,                                                                                                    ,
D4N1658 ,20000502,12:00,-38.07,1,7,                                                                                                    ,
D4N1658 ,20000615,12:00,-38.6,1,7,                                                                                                    ,
D4N1658 ,20000815,12:00,-38.13,1,7,                                                                                                    ,
D4N1658 ,20040715,12:00,-36.7,1,7,                                                                                                    ,
A1N0002 ,19770121,00:00,-36.4,26,7,                                                                                                    ,
A1N0002 ,19770315,12:00,-35.55,26,7,                                                                                                    ,
A1N0002 ,19791024,12:00,-33.28,26,7,                                                                                                    ,
A1N0002 ,19791121,12:00,-33.31,26,7,                                                                                                    ,
A1N0002 ,19791219,12:00,-33.32,26,7,                                                                                                    ,
A1N0002 ,19820217,12:00,-36.38,26,7,                                                                                                    ,
A1N0002 ,19820316,12:00,-36.54,26,7,                                                                                                    ,
A1N0002 ,19820429,12:00,-36.77,26,7,                                                                                                    ,
A1N0002 ,19840615,12:00,-40.39,26,7,                                                                                                    ,
A1N0002 ,19840717,12:00,-40.73,26,7,                                                                                                    ,
A1N0002 ,19840802,12:00,-40.75,26,7,                                                                                                    ,
A1N0002 ,19861023,12:00,-46.88,26,7,                                                                                                    ,
A1N0002 ,19861126,12:00,-47.13,26,7,                                                                                                    ,
A1N0002 ,19861215,12:00,-47.37,26,7,                                                                                                    ,
A1N0002 ,19890329,12:00,-51.65,26,7,                                                                                                    ,
A1N0002 ,19890419,12:00,-51.68,26,7,                                                                                                    ,
A1N0002 ,19890516,12:00,-51.65,26,7,                                                                                                    ,
A1N0002 ,19910814,12:00,-53.21,26,7,                                                                                                    ,
A1N0002 ,19910917,12:00,-53.21,26,7,                                                                                                    ,
A1N0002 ,19911015,12:00,-53.25,26,7,                                                                                                    ,
A1N0002 ,19940118,12:00,-55.54,26,7,                                                                                                    ,
A1N0002 ,19940216,12:00,-55.54,26,7,                                                                                                    ,
A1N0002 ,19940421,12:00,-55.59,26,7,                                                                                                    ,
A1N0002 ,19960515,12:00,-55.18,26,7,                                                                                                    ,
A1N0002 ,19960615,12:00,-45.92,26,7,                                                                                                    ,
A1N0002 ,19960715,12:00,-58.23,26,7,                                                                                                    ,
A1N0002 ,19981130,12:00,-55.3,26,7,                                                                                                    ,
A1N0002 ,19990606,12:00,-59.0,26,7,                                                                                                    ,
A1N0002 ,20000102,12:00,-59.4,26,7,                                                                                                    ,
A1N0002 ,20000201,12:00,-54.33,26,7,                                                                                                    ,
A1N0002 ,20000515,13:00,-23.33,26,7,                                                                                                    ,
A1N0002 ,20000918,12:00,-44.64,26,7,                                                                                                    ,
A1N0002 ,20010715,12:00,-34.99,26,7,                                                                                                    ,
A1N0002 ,20010808,12:00,-34.96,26,7,                                                                                                    ,
A1N0002 ,20010814,12:00,-34.96,26,7,                                                                                                    ,
A1N0002 ,20011023,12:00,-34.94,26,7,                                                                                                    ,
A1N0002 ,20040315,12:00,-23.46,26,7,                                                                                                    ,
A1N0002 ,20040415,12:00,-23.46,26,7,                                                                                                    ,
A1N0002 ,20040615,12:00,-23.46,26,7,                                                                                                    ,
A1N0002 ,20040815,12:00,-23.5,26,7,                                                                                                    ,
A1N0002 ,20040915,12:00,-23.52,26,7,                                                                                                    ,
A1N0002 ,20041015,12:00,-23.5,26,7,                                                                                                    ,
A1N0002 ,20041215,12:00,-23.46,26,7,                                                                                                    ,
A1N0002 ,20050115,12:01,-23.47,26,7,                                                                                                    ,
A1N0002 ,20110927,05:42,-22.15,26,7,                                                                                                    ,
D4N1468 ,19970715,12:00,-7.4,26,7,                                                                                                    ,
D4N1468 ,19970815,12:00,-7.85,26,7,                                                                                                    ,
D4N1468 ,19970915,12:00,-8.43,26,7,                                                                                                    ,
D4N1468 ,19971015,12:00,-8.01,26,7,                                                                                                    ,
D4N1468 ,19971031,08:40,-9.15,26,7,                                                                                                    ,
D4N1468 ,19980515,12:00,-13.67,26,7,                                                                                                    ,
D4N1468 ,19980615,12:00,-14.8,26,7,                                                                                                    ,
D4N1468 ,19980715,12:00,-14.85,26,7,                                                                                                    ,
D4N1468 ,19981130,12:00,-15.93,26,7,                                                                                                    ,
D4N1468 ,19990215,12:00,-15.93,26,7,                                                                                                    ,
D4N1468 ,19990315,12:00,-19.12,26,7,                                                                                                    ,
D4N1468 ,19990415,12:00,-15.9,26,7,                                                                                                    ,
D4N1468 ,19990515,12:00,-20.65,26,7,                                                                                                    ,
D4N1468 ,19990606,12:00,-22.8,26,7,                                                                                                    ,
D4N1468 ,20000201,12:00,-7.27,26,7,                                                                                                    ,
D4N1468 ,20000503,12:00,-9.24,26,7,                                                                                                    ,
D4N1468 ,20000830,12:00,-9.31,26,7,                                                                                                    ,
D4N1468 ,20000917,12:00,-8.46,26,7,                                                                                                    ,
D4N1468 ,20001030,12:00,-10.65,26,7,                                                                                                    ,
D4N1468 ,20010715,12:00,-7.47,26,7,                                                                                                    ,
D4N1468 ,20010816,12:00,-7.45,26,7,                                                                                                    ,
D4N1468 ,20011023,12:00,-7.5,26,7,                                                                                                    ,
D4N1468 ,20011121,12:00,-8.98,26,7,                                                                                                    ,
D4N1468 ,20011222,12:00,-8.88,26,7,                                                                                                    ,
D4N1468 ,20020122,12:00,-8.7,26,7,                                                                                                    ,
D4N1468 ,20020304,12:00,-5.8,26,7,                                                                                                    ,
D4N1468 ,20020404,12:00,-5.8,26,7,                                                                                                    ,
D4N1468 ,20020516,12:00,-7.26,26,7,                                                                                                    ,
D4N1468 ,20020717,12:00,-8.33,26,7,                                                                                                    ,
D4N1468 ,20020821,12:00,-8.33,26,7,                                                                                                    ,
D4N1468 ,20021002,12:00,-3.38,26,7,                                                                                                    ,
D4N1468 ,20021107,12:00,-10.04,26,7,                                                                                                    ,
D4N1468 ,20021115,12:00,-8.89,26,7,                                                                                                    ,
D4N1468 ,20021215,12:00,-8.98,26,7,                                                                                                    ,
D4N1468 ,20030115,12:00,-8.35,26,7,                                                                                                    ,
D4N1468 ,20030315,12:00,-11.6,26,7,                                                                                                    ,
D4N1468 ,20030415,12:00,-12.86,26,7,                                                                                                    ,
D4N1468 ,20030515,12:00,-12.86,26,7,                                                                                                    ,
D4N1468 ,20030615,12:00,-12.9,26,7,                                                                                                    ,
D4N1468 ,20030815,12:00,-12.9,26,7,                                                                                                    ,
D4N1468 ,20030915,12:00,-12.93,26,7,                                                                                                    ,
D4N1468 ,20031015,12:00,-12.93,26,7,                                                                                                    ,
D4N1468 ,20031115,12:00,-12.9,26,7,                                                                                                    ,
D4N1468 ,20040115,12:00,-12.9,26,7,                                                                                                    ,
D4N1468 ,20040215,12:00,-12.92,26,7,                                                                                                    ,
D4N1468 ,20040315,12:00,-12.92,26,7,                                                                                                    ,
D4N1468 ,20040415,12:00,-12.9,26,7,                                                                                                    ,
D4N1468 ,20040615,12:00,-12.92,26,7,                                                                                                    ,
D4N1468 ,20040715,12:00,-12.97,26,7,                                                                                                    ,
D4N1468 ,20040815,12:00,-13.56,26,7,                                                                                                    ,
D4N1468 ,20040915,12:00,-13.58,26,7,                                                                                                    ,
D4N1468 ,20041015,12:00,-18.61,26,7,                                                                                                    ,
D4N1468 ,20041215,12:00,-18.57,26,7,                                                                                                    ,
D4N1468 ,20050115,12:01,-18.6,26,7,                                                                                                    ,
D4N1468 ,20110128,11:35,-13.4,26,7,                                                                                                    ,
D4N1468 ,20110407,13:40,-8.18,26,7,                                                                                                    ,
D4N1468 ,20110411,11:55,-18.17,26,7,                                                                                                    ,
D4N1468 ,20110527,11:47,-18.17,26,7,                                                                                                    ,
D4N1468 ,20110815,08:00,-18.18,26,7,                                                                                                    ,
D4N1468 ,20111026,11:03,-18.2,26,7,                                                                                                    ,
D4N1468 ,20120119,13:03,-10.72,26,7,                                                                                                    ,
D4N1468 ,20120227,09:30,-10.71,26,7,                                                                                                    ,
D4N1468 ,20120419,08:00,-10.73,26,7,                                                                                                    ,
D4N1468 ,20120619,13:09,-12.92,26,7,                                                                                                    ,
D4N1468 ,20120724,12:58,-12.92,26,7,                                                                                                    ,
D4N1468 ,20121019,08:00,-19.95,26,7,                                                                                                    ,
D4N1468 ,20121123,11:32,-19.97,26,7,                                                                                                    ,
